registry_number,business_name,entity_type,registry_date,associated_name_type,address,city,state,zip,business_details,address_continued,not_of_record_entity
5148515,"TERAMURA FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1952-08-08T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,687 HWY 20-26,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5148515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5148515,"TERAMURA FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1952-08-08T00:00:00.000,REGISTERED AGENT,687 HIGHWAY 20-26,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5148515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5149810,"MURAKAMI FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1952-08-12T00:00:00.000,MAILING ADDRESS,PO BOX 9,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5149810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5149810,"MURAKAMI FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1952-08-12T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1431 SE 1ST ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5149810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5149810,"MURAKAMI FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1952-08-12T00:00:00.000,REGISTERED AGENT,1431 SE 1ST STREET,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5149810&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5168018,MALHEUR COUNTY FARM BUREAU,DOMESTIC NONPROFIT CORPORATION,1952-10-13T00:00:00.000,MAILING ADDRESS,PO BOX 67,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5168018&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5168018,MALHEUR COUNTY FARM BUREAU,DOMESTIC NONPROFIT CORPORATION,1952-10-13T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,660 NW 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5168018&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5168018,MALHEUR COUNTY FARM BUREAU,DOMESTIC NONPROFIT CORPORATION,1952-10-13T00:00:00.000,REGISTERED AGENT,660 NW 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5168018&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},PO BOX 67,
5192216,"TURBO AIR, INC.",DOMESTIC BUSINESS CORPORATION,1952-12-31T00:00:00.000,REGISTERED AGENT,759 NW 8TH ST #19,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5192216&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
527226,"INTERMOUNTAIN DISTRICT ADVISORY BOARD, CHURCH OF THE NAZARENE, INC.",FOREIGN NONPROFIT CORPORATION,1953-09-11T00:00:00.000,REGISTERED AGENT,147 NW 18TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=527226&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5312012,BUTTE BAPTIST CHURCH,DOMESTIC NONPROFIT CORPORATION,1953-12-22T00:00:00.000,MAILING ADDRESS,3848 BUTTE DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5312012&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5312012,BUTTE BAPTIST CHURCH,DOMESTIC NONPROFIT CORPORATION,1953-12-22T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,3848 BUTTE DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5312012&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5312012,BUTTE BAPTIST CHURCH,DOMESTIC NONPROFIT CORPORATION,1953-12-22T00:00:00.000,REGISTERED AGENT,3848 BUTTE DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5312012&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5378914,ONTARIO LODGE NO. 1690 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA,DOMESTIC NONPROFIT CORPORATION,1954-06-21T00:00:00.000,MAILING ADDRESS,20 SW 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5378914&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5378914,ONTARIO LODGE NO. 1690 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA,DOMESTIC NONPROFIT CORPORATION,1954-06-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,20 SW 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5378914&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5378914,ONTARIO LODGE NO. 1690 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA,DOMESTIC NONPROFIT CORPORATION,1954-06-21T00:00:00.000,REGISTERED AGENT,20 SW 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5378914&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5457411,"ONTARIO COMMUNITY CHURCH, INC.",DOMESTIC NONPROFIT CORPORATION,1955-01-12T00:00:00.000,MAILING ADDRESS,240 SE 3RD STREET,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5457411&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5457411,"ONTARIO COMMUNITY CHURCH, INC.",DOMESTIC NONPROFIT CORPORATION,1955-01-12T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,240 SE 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5457411&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5457411,"ONTARIO COMMUNITY CHURCH, INC.",DOMESTIC NONPROFIT CORPORATION,1955-01-12T00:00:00.000,REGISTERED AGENT,240 SE 3RD ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5457411&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5469812,"ORE-IDA JUDO CLUB, INC.",DOMESTIC NONPROFIT CORPORATION,1955-02-04T00:00:00.000,MAILING ADDRESS,PO BOX 780,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5469812&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5469812,"ORE-IDA JUDO CLUB, INC.",DOMESTIC NONPROFIT CORPORATION,1955-02-04T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,387 SE 3RD AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5469812&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5469812,"ORE-IDA JUDO CLUB, INC.",DOMESTIC NONPROFIT CORPORATION,1955-02-04T00:00:00.000,REGISTERED AGENT,580 HWY 20-26,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5469812&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5639513,"ST. MATTHEW'S PARISH, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1956-02-14T00:00:00.000,MAILING ADDRESS,PO BOX 788,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5639513&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
5639513,"ST. MATTHEW'S PARISH, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1956-02-14T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,802 SW 5TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5639513&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},PO BOX 788,
5639513,"ST. MATTHEW'S PARISH, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1956-02-14T00:00:00.000,REGISTERED AGENT,157 SW 19TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=5639513&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6221519,"BIBLE MISSIONARY CHURCH, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1959-05-27T00:00:00.000,MAILING ADDRESS,340 NW 6TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6221519&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6221519,"BIBLE MISSIONARY CHURCH, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1959-05-27T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,570 NW 4TH AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6221519&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6221519,"BIBLE MISSIONARY CHURCH, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1959-05-27T00:00:00.000,REGISTERED AGENT,340 NW 6TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6221519&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6381115,"CHRISTIAN SCIENCE SOCIETY, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1960-02-08T00:00:00.000,MAILING ADDRESS,62 SW 5TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6381115&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6381115,"CHRISTIAN SCIENCE SOCIETY, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1960-02-08T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,62 SW 5TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6381115&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6381115,"CHRISTIAN SCIENCE SOCIETY, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1960-02-08T00:00:00.000,REGISTERED AGENT,1111 SW 11TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6381115&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6472211,"J. V. AMBULANCE SERVICE, INC.",DOMESTIC NONPROFIT CORPORATION,1960-06-21T00:00:00.000,REGISTERED AGENT,89 SW THIRD AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6472211&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6605018,MALHEUR POTATO BARGAINING ASSOCIATION,COOPERATIVE,1961-02-10T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,230 N OREGON ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6605018&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},PO DRAWER 99,
6660013,"FIRST CHURCH OF THE NAZARENE, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1961-05-09T00:00:00.000,MAILING ADDRESS,PO BOX 175,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6660013&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6660013,"FIRST CHURCH OF THE NAZARENE, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1961-05-09T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1131 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6660013&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6660013,"FIRST CHURCH OF THE NAZARENE, ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1961-05-09T00:00:00.000,REGISTERED AGENT,1131 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6660013&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6827414,MALHEUR COUNTY LEGUME SEED GROWERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,1962-02-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,710 SW 5TH AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6827414&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6989115,DAVIS LAND & LIVESTOCK COMPANY,DOMESTIC BUSINESS CORPORATION,1962-11-13T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,251 W IDAHO AVE #72,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6989115&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
6989115,DAVIS LAND & LIVESTOCK COMPANY,DOMESTIC BUSINESS CORPORATION,1962-11-13T00:00:00.000,REGISTERED AGENT,251 W IDAHO AVE #72,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=6989115&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7002116,"ACACIA LODGE NO. 118, A. F. & A. M., ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1962-12-10T00:00:00.000,MAILING ADDRESS,BOX 392,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7002116&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7002116,"ACACIA LODGE NO. 118, A. F. & A. M., ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1962-12-10T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,140 SW 2ND ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7002116&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},PO BOX 392,
7002116,"ACACIA LODGE NO. 118, A. F. & A. M., ONTARIO, OREGON",DOMESTIC NONPROFIT CORPORATION,1962-12-10T00:00:00.000,REGISTERED AGENT,425 WESTRIDGE DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7002116&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7007818,"THE BETHANY PRESBYTERIAN CHURCH OF ONTARIO, OREGON OF THE PRESBYTERIAN CHURCH (U.S.A.)",DOMESTIC NONPROFIT CORPORATION,1962-12-20T00:00:00.000,MAILING ADDRESS,1712 WEST IDAHO AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7007818&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7007818,"THE BETHANY PRESBYTERIAN CHURCH OF ONTARIO, OREGON OF THE PRESBYTERIAN CHURCH (U.S.A.)",DOMESTIC NONPROFIT CORPORATION,1962-12-20T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1712 W IDAHO AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7007818&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7007818,"THE BETHANY PRESBYTERIAN CHURCH OF ONTARIO, OREGON OF THE PRESBYTERIAN CHURCH (U.S.A.)",DOMESTIC NONPROFIT CORPORATION,1962-12-20T00:00:00.000,REGISTERED AGENT,1712 W IDAHO AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7007818&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7009517,TREASURE VALLEY COMMUNITY COLLEGE FOUNDATION,DOMESTIC NONPROFIT CORPORATION,1962-12-21T00:00:00.000,MAILING ADDRESS,650 COLLEGE BLVD,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7009517&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7009517,TREASURE VALLEY COMMUNITY COLLEGE FOUNDATION,DOMESTIC NONPROFIT CORPORATION,1962-12-21T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,650 COLLEGE BLVD,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7009517&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7009517,TREASURE VALLEY COMMUNITY COLLEGE FOUNDATION,DOMESTIC NONPROFIT CORPORATION,1962-12-21T00:00:00.000,REGISTERED AGENT,650 COLLEGE BLVD,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7009517&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7284912,ELDREDGE FURNITURE INC.,DOMESTIC BUSINESS CORPORATION,1964-02-25T00:00:00.000,MAILING ADDRESS,398 S OREGON ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7284912&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7284912,ELDREDGE FURNITURE INC.,DOMESTIC BUSINESS CORPORATION,1964-02-25T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,398 SOUTH OREGON ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7284912&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7284912,ELDREDGE FURNITURE INC.,DOMESTIC BUSINESS CORPORATION,1964-02-25T00:00:00.000,REGISTERED AGENT,398 S OREGON ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7284912&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7523616,"WETTSTEIN FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1965-02-23T00:00:00.000,MAILING ADDRESS,3689 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7523616&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7523616,"WETTSTEIN FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1965-02-23T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,3689 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7523616&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7523616,"WETTSTEIN FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1965-02-23T00:00:00.000,REGISTERED AGENT,3689 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7523616&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7568512,"FORD'S SERVICE CENTER, INC.",DOMESTIC BUSINESS CORPORATION,1965-04-29T00:00:00.000,MAILING ADDRESS,359 SE 2ND ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7568512&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7568512,"FORD'S SERVICE CENTER, INC.",DOMESTIC BUSINESS CORPORATION,1965-04-29T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,359 SE 2ND ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7568512&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7568512,"FORD'S SERVICE CENTER, INC.",DOMESTIC BUSINESS CORPORATION,1965-04-29T00:00:00.000,REGISTERED AGENT,359 SE 2ND ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7568512&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7661515,"ONTARIO PHARMACY, INC.",DOMESTIC BUSINESS CORPORATION,1965-09-23T00:00:00.000,MAILING ADDRESS,ATTN ROBERT WHEATLEY,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7661515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},PO BOX 640,
7661515,"ONTARIO PHARMACY, INC.",DOMESTIC BUSINESS CORPORATION,1965-09-23T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1344 SW 12TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7661515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7661515,"ONTARIO PHARMACY, INC.",DOMESTIC BUSINESS CORPORATION,1965-09-23T00:00:00.000,REGISTERED AGENT,1344 SW 12TH ST,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7661515&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7765613,ST. PAUL LUTHERAN CHURCH,DOMESTIC NONPROFIT CORPORATION,1966-02-11T00:00:00.000,MAILING ADDRESS,842 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7765613&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7765613,ST. PAUL LUTHERAN CHURCH,DOMESTIC NONPROFIT CORPORATION,1966-02-11T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,842 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7765613&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7765613,ST. PAUL LUTHERAN CHURCH,DOMESTIC NONPROFIT CORPORATION,1966-02-11T00:00:00.000,REGISTERED AGENT,842 ALAMEDA DR,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7765613&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7876410,"ART'S SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1966-07-27T00:00:00.000,MAILING ADDRESS,1585 SW 4TH AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7876410&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7876410,"ART'S SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1966-07-27T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,1585 SW 4TH AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7876410&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
7876410,"ART'S SERVICE, INC.",DOMESTIC BUSINESS CORPORATION,1966-07-27T00:00:00.000,REGISTERED AGENT,1585 SW 4TH AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=7876410&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
8034712,"SAITO FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1967-04-03T00:00:00.000,MAILING ADDRESS,230 N OREGON STREET,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8034712&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
8034712,"SAITO FARMS, INC.",DOMESTIC BUSINESS CORPORATION,1967-04-03T00:00:00.000,PRINCIPAL PLACE OF BUSINESS,633 MORGAN AVE,ONTARIO,OR,97914,{'url': 'http://egov.sos.state.or.us/br/pkg_web_name_srch_inq.do_name_srch?p_name=&p_regist_nbr=8034712&p_srch=PHASE1&p_print=FALSE&p_entity_status=ACTINA'},,
